term,coef,std_err,t_stat,p_value
intercept,-0.15242277822761308,0.018757010663342746,-8.126176444815718,4.440892098500626e-16
event_dummy,2.652530950285017,0.03192372315572247,83.08964895310272,0.0
volatility_proxy_pct,0.6256734532629007,0.1095590744275237,5.710831864290718,1.1446400272063784e-08
log_liquidity,0.5626886781765867,0.028597145008260928,19.67639350061139,0.0
