period,usdc_basis,eur_basis,binance_kraken_spread,usdc_basis_pct,eur_basis_pct
pre,0.4984280187334582,133.50335575136867,-0.8280574221135818,0.0022399819522067018,0.5909205979431253
event,591.9374471507354,119.00942171759732,-28.931206341911686,2.87755420663969,0.555715607606817
post,16.43314829253084,121.03075694831983,1.1380477155777469,0.06400559267684629,0.4544502015804886
