,n,mean,std_dev,median,min,max,null_rate
usdc_basis,15676.0,171.21365973462625,439.3757051398584,9.110000000000582,-171.61000000000058,2873.9300000000003,0.0
eur_basis,15676.0,124.37702396781897,79.2294354700271,117.50978173687145,-154.15148556764325,450.3751560199016,0.0
binance_kraken_spread,15676.0,-7.8257782597601,143.72113805687724,0.5299999999988358,-2225.9300000000003,711.619999999999,0.0
usdc_basis_pct,15676.0,0.8257581222569426,2.1666318983082005,0.03758917607763785,-0.6575095785440636,14.307519596153703,0.0
eur_basis_pct,15676.0,0.5253173337292185,0.33914362504141027,0.4800510816630915,-0.725667360712956,1.852557859716538,0.0
