,mean,mean,mean,mean,mean,std,std,std,std,std,count,count,count,count,count
,binance_kraken_spread,eur_basis,eur_basis_pct,usdc_basis,usdc_basis_pct,binance_kraken_spread,eur_basis,eur_basis_pct,usdc_basis,usdc_basis_pct,binance_kraken_spread,eur_basis,eur_basis_pct,usdc_basis,usdc_basis_pct
period,,,,,,,,,,,,,,,
pre,-0.8280574221135818,133.50335575136867,0.5909205979431253,0.4984280187334582,0.0022399819522067018,11.264570032534904,65.17314844115923,0.2818440269896715,9.153226151166574,0.04120861062215805,4911,4911,4911,4911,4911
event,-28.931206341911686,119.00942171759732,0.555715607606817,591.9374471507354,2.87755420663969,269.5053342512532,100.81655514782302,0.45079665759358295,669.8734254524549,3.325268421185961,4352,4352,4352,4352,4352
post,1.1380477155777469,121.03075694831983,0.4544502015804886,16.43314829253084,0.06400559267684629,26.299789867840058,71.425654310975,0.27111919642739934,30.932832893742322,0.11898655077625597,6413,6413,6413,6413,6413
