timestamp,datetime_utc,open,high,low,close,volume,trades
1677628800,2023-03-01 00:00:00+00:00,23151.53,23151.53,23150.0,23150.0,0.02125883,2
1677628860,2023-03-01 00:01:00+00:00,23148.36,23148.36,23148.36,23148.36,0.00491792,1
1677628980,2023-03-01 00:03:00+00:00,23158.94,23160.1,23158.94,23160.1,0.00035057,2
1677629040,2023-03-01 00:04:00+00:00,23160.1,23162.0,23160.1,23162.0,0.00252705,2
1677629280,2023-03-01 00:08:00+00:00,23138.85,23138.85,23138.85,23138.85,0.01615961,1
1677629520,2023-03-01 00:12:00+00:00,23136.6,23136.6,23136.6,23136.6,0.00021659,1
1677629580,2023-03-01 00:13:00+00:00,23166.84,23166.84,23166.84,23166.84,0.00319813,1
1677629640,2023-03-01 00:14:00+00:00,23163.32,23163.32,23163.32,23163.32,0.002,1
1677630120,2023-03-01 00:22:00+00:00,23199.2,23201.7,23199.2,23201.7,0.04862118,3
1677630240,2023-03-01 00:24:00+00:00,23213.87,23213.87,23210.2,23210.2,0.23602316,2
1677630480,2023-03-01 00:28:00+00:00,23194.09,23194.09,23194.09,23194.09,0.00262343,1
1677630660,2023-03-01 00:31:00+00:00,23193.9,23193.9,23193.9,23193.9,0.00020778,1
1677630900,2023-03-01 00:35:00+00:00,23206.28,23206.28,23206.28,23206.28,0.00050159,1
1677631140,2023-03-01 00:39:00+00:00,23201.76,23201.76,23186.28,23186.28,0.00585112,2
1677631200,2023-03-01 00:40:00+00:00,23189.0,23189.0,23189.0,23189.0,0.00012024,1
1677631680,2023-03-01 00:48:00+00:00,23147.96,23147.96,23124.44,23124.44,0.08146649,3
1677631740,2023-03-01 00:49:00+00:00,23122.2,23122.2,23120.09,23120.09,0.00030497,2
1677631800,2023-03-01 00:50:00+00:00,23096.06,23096.06,23064.27,23064.27,0.8043688999999999,14
1677631980,2023-03-01 00:53:00+00:00,23057.01,23057.01,23053.0,23053.0,0.01783868,5
1677632100,2023-03-01 00:55:00+00:00,23048.0,23048.01,23048.0,23048.01,0.08619372,3
1677632220,2023-03-01 00:57:00+00:00,23100.77,23100.77,23100.45,23100.45,0.048,2
1677632520,2023-03-01 01:02:00+00:00,23107.8,23107.8,23107.8,23107.8,0.00170467,1
1677632580,2023-03-01 01:03:00+00:00,23115.06,23115.06,23115.06,23115.06,0.0001278,1
1677632640,2023-03-01 01:04:00+00:00,23115.06,23115.06,23115.06,23115.06,0.00017243,1
1677632820,2023-03-01 01:07:00+00:00,23115.07,23115.07,23115.07,23115.07,0.00018324,1
1677632880,2023-03-01 01:08:00+00:00,23122.11,23124.85,23122.11,23124.85,0.0037626799999999996,3
1677632940,2023-03-01 01:09:00+00:00,23122.15,23122.16,23122.15,23122.16,0.24829533,3
1677633000,2023-03-01 01:10:00+00:00,23121.73,23130.12,23121.73,23130.12,0.25265173,2
1677633240,2023-03-01 01:14:00+00:00,23160.33,23164.97,23160.33,23164.97,0.00678567,2
1677633360,2023-03-01 01:16:00+00:00,23159.11,23159.11,23159.11,23159.11,0.00012279,1
1677633420,2023-03-01 01:17:00+00:00,23153.18,23153.18,23153.18,23153.18,0.00040604,1
1677633480,2023-03-01 01:18:00+00:00,23157.89,23157.89,23157.89,23157.89,0.01905194,1
