symbol,timestamp,open,high,low,close,volume,quote_volume,n_trades,taker_buy_base_volume,taker_buy_quote_volume,open_time_ms,close_time_ms
BTCUSDC,2023-03-01 00:16:00+00:00,23163.04,23163.04,23163.04,23163.04,0.0,0.0,0,0.0,0.0,1677629760000,1677629819999
BTCUSDC,2023-03-01 00:17:00+00:00,23176.39,23182.15,23175.98,23175.98,0.081863,1897.45164682,5,0.061863,1433.93204682,1677629820000,1677629879999
BTCUSDC,2023-03-01 00:18:00+00:00,23175.98,23175.98,23175.98,23175.98,0.0,0.0,0,0.0,0.0,1677629880000,1677629939999
BTCUSDC,2023-03-01 00:19:00+00:00,23184.93,23184.93,23184.93,23184.93,0.0017,39.414381,1,0.0017,39.414381,1677629940000,1677629999999
BTCUSDC,2023-03-01 00:20:00+00:00,23183.01,23184.93,23183.01,23184.93,0.020006,463.79930958,2,6e-06,0.13910958,1677630000000,1677630059999
BTCUSDC,2023-03-01 00:21:00+00:00,23184.93,23184.93,23184.93,23184.93,0.0,0.0,0,0.0,0.0,1677630060000,1677630119999
BTCUSDC,2023-03-01 00:22:00+00:00,23184.93,23184.93,23184.93,23184.93,0.0,0.0,0,0.0,0.0,1677630120000,1677630179999
BTCUSDC,2023-03-01 00:23:00+00:00,23206.66,23206.66,23194.67,23204.19,0.029207,677.48312389,3,0.003707,86.01903889,1677630180000,1677630239999
BTCUSDC,2023-03-01 00:24:00+00:00,23210.36,23212.69,23210.36,23212.69,0.051,1183.787775,2,0.051,1183.787775,1677630240000,1677630299999
BTCUSDC,2023-03-01 00:25:00+00:00,23212.69,23212.69,23212.69,23212.69,0.0,0.0,0,0.0,0.0,1677630300000,1677630359999
BTCUSDC,2023-03-01 00:26:00+00:00,23212.69,23212.69,23212.69,23212.69,0.0,0.0,0,0.0,0.0,1677630360000,1677630419999
BTCUSDC,2023-03-01 00:27:00+00:00,23212.69,23212.69,23212.69,23212.69,0.0,0.0,0,0.0,0.0,1677630420000,1677630479999
BTCUSDC,2023-03-01 00:28:00+00:00,23212.69,23212.69,23212.69,23212.69,0.0,0.0,0,0.0,0.0,1677630480000,1677630539999
BTCUSDC,2023-03-01 00:29:00+00:00,23212.69,23212.69,23212.69,23212.69,0.0,0.0,0,0.0,0.0,1677630540000,1677630599999
BTCUSDC,2023-03-01 00:30:00+00:00,23212.69,23212.69,23212.69,23212.69,0.0,0.0,0,0.0,0.0,1677630600000,1677630659999
BTCUSDC,2023-03-01 00:31:00+00:00,23212.69,23212.69,23212.69,23212.69,0.0,0.0,0,0.0,0.0,1677630660000,1677630719999
BTCUSDC,2023-03-01 00:32:00+00:00,23211.13,23211.13,23197.29,23197.29,0.086854,2015.48295438,6,0.0,0.0,1677630720000,1677630779999
BTCUSDC,2023-03-01 00:33:00+00:00,23197.29,23197.29,23197.29,23197.29,0.0,0.0,0,0.0,0.0,1677630780000,1677630839999
BTCUSDC,2023-03-01 00:34:00+00:00,23197.29,23197.29,23197.29,23197.29,0.0,0.0,0,0.0,0.0,1677630840000,1677630899999
BTCUSDC,2023-03-01 00:35:00+00:00,23197.29,23197.29,23197.29,23197.29,0.0,0.0,0,0.0,0.0,1677630900000,1677630959999
BTCUSDC,2023-03-01 00:36:00+00:00,23197.29,23197.29,23197.29,23197.29,0.0,0.0,0,0.0,0.0,1677630960000,1677631019999
BTCUSDC,2023-03-01 00:37:00+00:00,23195.32,23195.32,23195.32,23195.32,0.108034,2505.88320088,1,0.108034,2505.88320088,1677631020000,1677631079999
BTCUSDC,2023-03-01 00:38:00+00:00,23195.32,23195.32,23195.32,23195.32,0.0,0.0,0,0.0,0.0,1677631080000,1677631139999
BTCUSDC,2023-03-01 00:39:00+00:00,23195.32,23195.32,23195.32,23195.32,0.0,0.0,0,0.0,0.0,1677631140000,1677631199999
BTCUSDC,2023-03-01 00:40:00+00:00,23195.32,23195.32,23195.32,23195.32,0.0,0.0,0,0.0,0.0,1677631200000,1677631259999
BTCUSDC,2023-03-01 00:41:00+00:00,23195.32,23195.32,23195.32,23195.32,0.0,0.0,0,0.0,0.0,1677631260000,1677631319999
BTCUSDC,2023-03-01 00:42:00+00:00,23195.32,23195.32,23195.32,23195.32,0.0,0.0,0,0.0,0.0,1677631320000,1677631379999
BTCUSDC,2023-03-01 00:43:00+00:00,23173.88,23173.88,23173.88,23173.88,0.0073,169.169324,1,0.0,0.0,1677631380000,1677631439999
BTCUSDC,2023-03-01 00:44:00+00:00,23158.58,23158.59,23144.01,23144.01,0.235386,5450.22335768,12,0.160679,3721.09882261,1677631440000,1677631499999
BTCUSDC,2023-03-01 00:45:00+00:00,23144.01,23144.01,23144.01,23144.01,0.0,0.0,0,0.0,0.0,1677631500000,1677631559999
BTCUSDC,2023-03-01 00:46:00+00:00,23149.69,23149.69,23148.4,23148.4,0.053352,1235.0798718,3,0.0515,1192.209035,1677631560000,1677631619999
BTCUSDC,2023-03-01 00:47:00+00:00,23135.54,23135.54,23135.54,23135.54,0.0048,111.050592,1,0.0,0.0,1677631620000,1677631679999
BTCUSDC,2023-03-01 00:48:00+00:00,23120.21,23120.21,23119.06,23119.06,0.0455,1051.946555,2,0.0,0.0,1677631680000,1677631739999
BTCUSDC,2023-03-01 00:49:00+00:00,23116.74,23116.74,23101.69,23101.69,0.04816,1112.75496988,5,0.026,600.64394,1677631740000,1677631799999
BTCUSDC,2023-03-01 00:50:00+00:00,23099.14,23099.14,23064.26,23064.26,0.155812,3595.62637815,10,0.052,1200.2484,1677631800000,1677631859999
BTCUSDC,2023-03-01 00:51:00+00:00,23084.26,23084.26,23081.71,23082.64,0.060866,1404.98276086,4,0.0,0.0,1677631860000,1677631919999
BTCUSDC,2023-03-01 00:52:00+00:00,23067.54,23068.07,23064.6,23067.71,0.173212,3995.51376848,6,0.107712,2484.65086848,1677631920000,1677631979999
BTCUSDC,2023-03-01 00:53:00+00:00,23068.34,23071.92,23031.35,23041.4,0.977375,22521.0695338,38,0.454479,10473.08391642,1677631980000,1677632039999
BTCUSDC,2023-03-01 00:54:00+00:00,23056.39,23057.08,23036.71,23036.71,0.225111,5189.77253588,9,0.179611,4141.25663088,1677632040000,1677632099999
BTCUSDC,2023-03-01 00:55:00+00:00,23029.76,23041.97,23029.76,23037.35,0.316728,7296.24439627,12,0.1628,3750.19187247,1677632100000,1677632159999
BTCUSDC,2023-03-01 00:56:00+00:00,23044.36,23044.36,23044.36,23044.36,0.107185,2470.0097266,2,0.107185,2470.0097266,1677632160000,1677632219999
BTCUSDC,2023-03-01 00:57:00+00:00,23076.13,23099.28,23076.13,23092.39,0.073584,1698.97272192,5,0.028084,648.26183692,1677632220000,1677632279999
BTCUSDC,2023-03-01 00:58:00+00:00,23103.05,23103.05,23103.05,23103.05,0.02,462.061,1,0.0,0.0,1677632280000,1677632339999
BTCUSDC,2023-03-01 00:59:00+00:00,23103.05,23103.05,23103.05,23103.05,0.0,0.0,0,0.0,0.0,1677632340000,1677632399999
BTCUSDC,2023-03-01 01:00:00+00:00,23089.31,23089.31,23089.31,23089.31,0.02,461.7862,1,0.0,0.0,1677632400000,1677632459999
BTCUSDC,2023-03-01 01:01:00+00:00,23114.32,23114.32,23113.36,23114.32,0.011981,276.92280968,3,0.011981,276.92280968,1677632460000,1677632519999
BTCUSDC,2023-03-01 01:02:00+00:00,23116.74,23118.65,23116.74,23118.65,0.020455,472.8911167,2,0.000455,10.5181167,1677632520000,1677632579999
BTCUSDC,2023-03-01 01:03:00+00:00,23114.12,23114.12,23106.45,23109.39,0.216375,5000.23543,8,0.052,1201.71324,1677632580000,1677632639999
BTCUSDC,2023-03-01 01:04:00+00:00,23116.31,23116.83,23116.31,23116.83,0.04,924.6628,2,0.0,0.0,1677632640000,1677632699999
BTCUSDC,2023-03-01 01:05:00+00:00,23114.96,23114.96,23114.96,23114.96,0.0255,589.43148,1,0.0255,589.43148,1677632700000,1677632759999
BTCUSDC,2023-03-01 01:06:00+00:00,23114.96,23114.96,23114.96,23114.96,0.0,0.0,0,0.0,0.0,1677632760000,1677632819999
BTCUSDC,2023-03-01 01:07:00+00:00,23130.7,23130.7,23130.7,23130.7,0.02,462.614,1,0.0,0.0,1677632820000,1677632879999
BTCUSDC,2023-03-01 01:08:00+00:00,23134.94,23134.94,23134.94,23134.94,0.02,462.6988,1,0.0,0.0,1677632880000,1677632939999
BTCUSDC,2023-03-01 01:09:00+00:00,23134.94,23134.94,23134.94,23134.94,0.0,0.0,0,0.0,0.0,1677632940000,1677632999999
BTCUSDC,2023-03-01 01:10:00+00:00,23132.58,23134.9,23132.58,23134.9,0.108285,2505.1023265,2,0.108285,2505.1023265,1677633000000,1677633059999
BTCUSDC,2023-03-01 01:11:00+00:00,23134.9,23134.9,23134.9,23134.9,0.0,0.0,0,0.0,0.0,1677633060000,1677633119999
BTCUSDC,2023-03-01 01:12:00+00:00,23145.59,23148.21,23145.59,23148.21,0.046,1064.76526,3,0.026,601.85346,1677633120000,1677633179999
BTCUSDC,2023-03-01 01:13:00+00:00,23161.23,23161.23,23161.23,23161.23,0.02,463.2246,1,0.0,0.0,1677633180000,1677633239999
BTCUSDC,2023-03-01 01:14:00+00:00,23162.46,23162.46,23162.46,23162.46,0.02,463.2492,1,0.0,0.0,1677633240000,1677633299999
BTCUSDC,2023-03-01 01:15:00+00:00,23155.64,23155.64,23155.64,23155.64,0.02,463.1128,2,0.0,0.0,1677633300000,1677633359999
BTCUSDC,2023-03-01 01:16:00+00:00,23155.64,23155.64,23155.64,23155.64,0.0,0.0,0,0.0,0.0,1677633360000,1677633419999
BTCUSDC,2023-03-01 01:17:00+00:00,23137.58,23137.58,23137.58,23137.58,0.02,462.7516,1,0.0,0.0,1677633420000,1677633479999
BTCUSDC,2023-03-01 01:18:00+00:00,23137.58,23137.58,23137.58,23137.58,0.0,0.0,0,0.0,0.0,1677633480000,1677633539999
BTCUSDC,2023-03-01 01:19:00+00:00,23160.47,23160.47,23159.68,23159.68,0.061819,1431.74854792,6,0.0,0.0,1677633540000,1677633599999
BTCUSDC,2023-03-01 01:20:00+00:00,23159.68,23159.68,23159.68,23159.68,0.0,0.0,0,0.0,0.0,1677633600000,1677633659999
BTCUSDC,2023-03-01 01:21:00+00:00,23159.68,23159.68,23159.68,23159.68,0.0,0.0,0,0.0,0.0,1677633660000,1677633719999
BTCUSDC,2023-03-01 01:22:00+00:00,23145.25,23145.25,23145.25,23145.25,0.108282,2506.2139605,4,0.108282,2506.2139605,1677633720000,1677633779999
BTCUSDC,2023-03-01 01:23:00+00:00,23150.67,23150.67,23150.67,23150.67,0.022788,527.55746796,2,0.0,0.0,1677633780000,1677633839999
BTCUSDC,2023-03-01 01:24:00+00:00,23146.64,23146.64,23146.64,23146.64,0.0251,580.980664,1,0.0,0.0,1677633840000,1677633899999
BTCUSDC,2023-03-01 01:25:00+00:00,23146.64,23146.64,23146.64,23146.64,0.0,0.0,0,0.0,0.0,1677633900000,1677633959999
BTCUSDC,2023-03-01 01:26:00+00:00,23146.64,23146.64,23146.64,23146.64,0.0,0.0,0,0.0,0.0,1677633960000,1677634019999
BTCUSDC,2023-03-01 01:27:00+00:00,23146.64,23146.64,23146.64,23146.64,0.0,0.0,0,0.0,0.0,1677634020000,1677634079999
BTCUSDC,2023-03-01 01:28:00+00:00,23146.64,23146.64,23146.64,23146.64,0.0,0.0,0,0.0,0.0,1677634080000,1677634139999
BTCUSDC,2023-03-01 01:29:00+00:00,23147.73,23147.73,23147.73,23147.73,0.000789,18.26355897,1,0.0,0.0,1677634140000,1677634199999
BTCUSDC,2023-03-01 01:30:00+00:00,23170.83,23195.2,23170.83,23195.2,0.216992,5029.71925071,15,0.114992,2666.22625071,1677634200000,1677634259999
BTCUSDC,2023-03-01 01:31:00+00:00,23195.2,23195.2,23195.2,23195.2,0.0,0.0,0,0.0,0.0,1677634260000,1677634319999
BTCUSDC,2023-03-01 01:32:00+00:00,23198.75,23206.85,23193.02,23206.85,0.153764,3567.34770837,11,0.072017,1670.74078435,1677634320000,1677634379999
BTCUSDC,2023-03-01 01:33:00+00:00,23225.55,23240.44,23225.55,23237.91,0.118814,2760.39185243,8,0.078814,1831.06325243,1677634380000,1677634439999
BTCUSDC,2023-03-01 01:34:00+00:00,23248.81,23255.76,23242.66,23250.25,0.304444,7078.57516022,13,0.099506,2313.85868198,1677634440000,1677634499999
BTCUSDC,2023-03-01 01:35:00+00:00,23262.7,23262.7,23226.71,23226.71,0.445409,10356.17598566,17,0.0,0.0,1677634500000,1677634559999
BTCUSDC,2023-03-01 01:36:00+00:00,23228.0,23228.58,23228.0,23228.58,0.030282,703.39277956,2,0.030282,703.39277956,1677634560000,1677634619999
BTCUSDC,2023-03-01 01:37:00+00:00,23224.79,23226.21,23224.79,23226.21,0.130882,3039.73903406,4,0.130882,3039.73903406,1677634620000,1677634679999
BTCUSDC,2023-03-01 01:38:00+00:00,23226.21,23226.21,23226.21,23226.21,0.0,0.0,0,0.0,0.0,1677634680000,1677634739999
BTCUSDC,2023-03-01 01:39:00+00:00,23233.65,23233.65,23233.65,23233.65,0.107766,2503.7975259,2,0.107766,2503.7975259,1677634740000,1677634799999
BTCUSDC,2023-03-01 01:40:00+00:00,23226.12,23226.12,23226.12,23226.12,0.00059,13.7034108,1,0.00059,13.7034108,1677634800000,1677634859999
BTCUSDC,2023-03-01 01:41:00+00:00,23224.97,23233.99,23224.97,23233.99,0.0775,1800.399705,4,0.0775,1800.399705,1677634860000,1677634919999
BTCUSDC,2023-03-01 01:42:00+00:00,23233.99,23233.99,23233.99,23233.99,0.0,0.0,0,0.0,0.0,1677634920000,1677634979999
BTCUSDC,2023-03-01 01:43:00+00:00,23230.66,23230.66,23211.92,23211.92,0.102861,2388.19808922,5,0.0255,592.38183,1677634980000,1677635039999
BTCUSDC,2023-03-01 01:44:00+00:00,23228.95,23228.95,23228.95,23228.95,0.0254,590.01533,1,0.0254,590.01533,1677635040000,1677635099999
BTCUSDC,2023-03-01 01:45:00+00:00,23228.95,23228.95,23228.95,23228.95,0.0,0.0,0,0.0,0.0,1677635100000,1677635159999
BTCUSDC,2023-03-01 01:46:00+00:00,23242.24,23243.4,23242.24,23243.4,0.067475,1568.318835,3,0.067475,1568.318835,1677635160000,1677635219999
BTCUSDC,2023-03-01 01:47:00+00:00,23243.4,23243.4,23243.4,23243.4,0.0,0.0,0,0.0,0.0,1677635220000,1677635279999
BTCUSDC,2023-03-01 01:48:00+00:00,23241.13,23241.13,23241.13,23241.13,0.02,464.8226,1,0.0,0.0,1677635280000,1677635339999
BTCUSDC,2023-03-01 01:49:00+00:00,23241.13,23241.13,23241.13,23241.13,0.0,0.0,0,0.0,0.0,1677635340000,1677635399999
BTCUSDC,2023-03-01 01:50:00+00:00,23253.44,23253.44,23253.44,23253.44,0.097359,2263.93166496,4,0.097359,2263.93166496,1677635400000,1677635459999
BTCUSDC,2023-03-01 01:51:00+00:00,23253.44,23253.44,23253.44,23253.44,0.0,0.0,0,0.0,0.0,1677635460000,1677635519999
BTCUSDC,2023-03-01 01:52:00+00:00,23253.44,23253.44,23253.44,23253.44,0.0,0.0,0,0.0,0.0,1677635520000,1677635579999
BTCUSDC,2023-03-01 01:53:00+00:00,23280.21,23301.22,23276.7,23276.7,0.214597,4996.75667887,10,0.149097,3471.82496887,1677635580000,1677635639999
BTCUSDC,2023-03-01 01:54:00+00:00,23261.91,23261.91,23257.3,23257.3,0.024637,573.0823001,2,0.0,0.0,1677635640000,1677635699999
BTCUSDC,2023-03-01 01:55:00+00:00,23254.6,23265.92,23253.44,23265.92,0.144107,3351.27963088,7,0.0,0.0,1677635700000,1677635759999
BTCUSDC,2023-03-01 01:56:00+00:00,23264.58,23272.36,23264.58,23267.88,0.173811,4044.08563312,10,0.147811,3439.12075312,1677635760000,1677635819999
BTCUSDC,2023-03-01 01:57:00+00:00,23267.88,23267.88,23267.88,23267.88,0.0,0.0,0,0.0,0.0,1677635820000,1677635879999
BTCUSDC,2023-03-01 01:58:00+00:00,23243.84,23243.84,23243.84,23243.84,0.026,604.33984,2,0.026,604.33984,1677635880000,1677635939999
BTCUSDC,2023-03-01 01:59:00+00:00,23252.16,23252.16,23252.16,23252.16,0.02,465.0432,1,0.0,0.0,1677635940000,1677635999999
BTCUSDC,2023-03-01 02:00:00+00:00,23263.31,23263.31,23263.31,23263.31,0.00088,20.4717128,2,0.00088,20.4717128,1677636000000,1677636059999
BTCUSDC,2023-03-01 02:01:00+00:00,23263.31,23263.31,23263.31,23263.31,0.0,0.0,0,0.0,0.0,1677636060000,1677636119999
BTCUSDC,2023-03-01 02:02:00+00:00,23258.54,23258.54,23257.57,23257.57,0.04,930.3222,2,0.0,0.0,1677636120000,1677636179999
BTCUSDC,2023-03-01 02:03:00+00:00,23242.93,23242.93,23242.93,23242.93,0.0255,592.694715,1,0.0,0.0,1677636180000,1677636239999
BTCUSDC,2023-03-01 02:04:00+00:00,23242.93,23242.93,23242.93,23242.93,0.0,0.0,0,0.0,0.0,1677636240000,1677636299999
BTCUSDC,2023-03-01 02:05:00+00:00,23242.93,23242.93,23242.93,23242.93,0.0,0.0,0,0.0,0.0,1677636300000,1677636359999
BTCUSDC,2023-03-01 02:06:00+00:00,23242.93,23242.93,23242.93,23242.93,0.0,0.0,0,0.0,0.0,1677636360000,1677636419999
BTCUSDC,2023-03-01 02:07:00+00:00,23242.93,23242.93,23242.93,23242.93,0.0,0.0,0,0.0,0.0,1677636420000,1677636479999
BTCUSDC,2023-03-01 02:08:00+00:00,23242.93,23242.93,23242.93,23242.93,0.0,0.0,0,0.0,0.0,1677636480000,1677636539999
BTCUSDC,2023-03-01 02:09:00+00:00,23242.93,23242.93,23242.93,23242.93,0.0,0.0,0,0.0,0.0,1677636540000,1677636599999
BTCUSDC,2023-03-01 02:10:00+00:00,23242.93,23242.93,23242.93,23242.93,0.0,0.0,0,0.0,0.0,1677636600000,1677636659999
BTCUSDC,2023-03-01 02:11:00+00:00,23242.93,23242.93,23242.93,23242.93,0.0,0.0,0,0.0,0.0,1677636660000,1677636719999
BTCUSDC,2023-03-01 02:12:00+00:00,23261.29,23261.29,23261.29,23261.29,0.02,465.2258,1,0.0,0.0,1677636720000,1677636779999
BTCUSDC,2023-03-01 02:13:00+00:00,23261.29,23261.29,23261.29,23261.29,0.0,0.0,0,0.0,0.0,1677636780000,1677636839999
BTCUSDC,2023-03-01 02:14:00+00:00,23261.29,23261.29,23261.29,23261.29,0.0,0.0,0,0.0,0.0,1677636840000,1677636899999
BTCUSDC,2023-03-01 02:15:00+00:00,23261.29,23261.29,23261.29,23261.29,0.0,0.0,0,0.0,0.0,1677636900000,1677636959999
BTCUSDC,2023-03-01 02:16:00+00:00,23261.29,23261.29,23261.29,23261.29,0.0,0.0,0,0.0,0.0,1677636960000,1677637019999
BTCUSDC,2023-03-01 02:17:00+00:00,23261.29,23261.29,23261.29,23261.29,0.0,0.0,0,0.0,0.0,1677637020000,1677637079999
BTCUSDC,2023-03-01 02:18:00+00:00,23280.21,23280.21,23278.21,23278.21,0.117247,2729.49478187,4,0.097247,2263.93058187,1677637080000,1677637139999
BTCUSDC,2023-03-01 02:19:00+00:00,23278.21,23278.21,23278.21,23278.21,0.0,0.0,0,0.0,0.0,1677637140000,1677637199999
BTCUSDC,2023-03-01 02:20:00+00:00,23278.21,23278.21,23278.21,23278.21,0.0,0.0,0,0.0,0.0,1677637200000,1677637259999
BTCUSDC,2023-03-01 02:21:00+00:00,23282.6,23282.6,23282.6,23282.6,0.02,465.652,1,0.0,0.0,1677637260000,1677637319999
BTCUSDC,2023-03-01 02:22:00+00:00,23282.6,23282.6,23282.6,23282.6,0.0,0.0,0,0.0,0.0,1677637320000,1677637379999
BTCUSDC,2023-03-01 02:23:00+00:00,23282.6,23282.6,23282.6,23282.6,0.0,0.0,0,0.0,0.0,1677637380000,1677637439999
BTCUSDC,2023-03-01 02:24:00+00:00,23282.6,23282.6,23282.6,23282.6,0.0,0.0,0,0.0,0.0,1677637440000,1677637499999
BTCUSDC,2023-03-01 02:25:00+00:00,23254.36,23265.31,23254.36,23265.31,0.004433,103.13037788,2,0.004,93.06124,1677637500000,1677637559999
BTCUSDC,2023-03-01 02:26:00+00:00,23265.31,23265.31,23265.31,23265.31,0.0,0.0,0,0.0,0.0,1677637560000,1677637619999
BTCUSDC,2023-03-01 02:27:00+00:00,23265.31,23265.31,23265.31,23265.31,0.0,0.0,0,0.0,0.0,1677637620000,1677637679999
BTCUSDC,2023-03-01 02:28:00+00:00,23265.31,23265.31,23265.31,23265.31,0.0,0.0,0,0.0,0.0,1677637680000,1677637739999
BTCUSDC,2023-03-01 02:29:00+00:00,23253.44,23253.44,23253.44,23253.44,0.097247,2261.32727968,3,0.0,0.0,1677637740000,1677637799999
BTCUSDC,2023-03-01 02:30:00+00:00,23253.44,23253.44,23253.44,23253.44,0.0,0.0,0,0.0,0.0,1677637800000,1677637859999
BTCUSDC,2023-03-01 02:31:00+00:00,23253.44,23253.44,23253.44,23253.44,0.0,0.0,0,0.0,0.0,1677637860000,1677637919999
BTCUSDC,2023-03-01 02:32:00+00:00,23253.44,23253.44,23253.44,23253.44,0.0,0.0,0,0.0,0.0,1677637920000,1677637979999
BTCUSDC,2023-03-01 02:33:00+00:00,23252.49,23252.49,23252.49,23252.49,0.014606,339.62586894,2,0.0,0.0,1677637980000,1677638039999
BTCUSDC,2023-03-01 02:34:00+00:00,23254.72,23254.72,23251.8,23251.8,0.1274,2962.33772,3,0.1074,2497.24332,1677638040000,1677638099999
BTCUSDC,2023-03-01 02:35:00+00:00,23280.21,23283.27,23280.21,23283.26,0.137425,3199.40560304,7,0.097247,2263.93058187,1677638100000,1677638159999
BTCUSDC,2023-03-01 02:36:00+00:00,23277.37,23277.37,23277.37,23277.37,0.0255,593.572935,1,0.0,0.0,1677638160000,1677638219999
BTCUSDC,2023-03-01 02:37:00+00:00,23277.37,23277.37,23277.37,23277.37,0.0,0.0,0,0.0,0.0,1677638220000,1677638279999
BTCUSDC,2023-03-01 02:38:00+00:00,23290.31,23290.31,23290.31,23290.31,0.001073,24.99050263,1,0.0,0.0,1677638280000,1677638339999
BTCUSDC,2023-03-01 02:39:00+00:00,23276.24,23276.24,23276.24,23276.24,0.0255,593.54412,1,0.0,0.0,1677638340000,1677638399999
BTCUSDC,2023-03-01 02:40:00+00:00,23276.24,23276.24,23276.24,23276.24,0.0,0.0,0,0.0,0.0,1677638400000,1677638459999
BTCUSDC,2023-03-01 02:41:00+00:00,23276.24,23276.24,23276.24,23276.24,0.0,0.0,0,0.0,0.0,1677638460000,1677638519999
BTCUSDC,2023-03-01 02:42:00+00:00,23294.24,23294.24,23294.24,23294.24,0.02,465.8848,1,0.0,0.0,1677638520000,1677638579999
BTCUSDC,2023-03-01 02:43:00+00:00,23302.54,23304.24,23302.54,23304.24,0.042429,988.77483056,3,0.042429,988.77483056,1677638580000,1677638639999
BTCUSDC,2023-03-01 02:44:00+00:00,23306.92,23316.19,23306.92,23316.19,0.130153,3033.7684102,11,0.130153,3033.7684102,1677638640000,1677638699999
BTCUSDC,2023-03-01 02:45:00+00:00,23316.19,23316.19,23316.19,23316.19,0.0,0.0,0,0.0,0.0,1677638700000,1677638759999
BTCUSDC,2023-03-01 02:46:00+00:00,23306.37,23306.37,23306.37,23306.37,0.002525,58.84858425,1,0.0,0.0,1677638760000,1677638819999
BTCUSDC,2023-03-01 02:47:00+00:00,23296.65,23296.65,23296.65,23296.65,0.0255,594.064575,1,0.0,0.0,1677638820000,1677638879999
BTCUSDC,2023-03-01 02:48:00+00:00,23296.65,23296.65,23296.65,23296.65,0.0,0.0,0,0.0,0.0,1677638880000,1677638939999
BTCUSDC,2023-03-01 02:49:00+00:00,23296.35,23296.35,23290.5,23290.5,0.012948,301.61599065,3,0.0,0.0,1677638940000,1677638999999
BTCUSDC,2023-03-01 02:50:00+00:00,23294.48,23295.65,23294.48,23295.65,0.022059,513.86999877,2,0.0,0.0,1677639000000,1677639059999
BTCUSDC,2023-03-01 02:51:00+00:00,23295.65,23295.65,23295.65,23295.65,0.0,0.0,0,0.0,0.0,1677639060000,1677639119999
BTCUSDC,2023-03-01 02:52:00+00:00,23295.65,23295.65,23295.65,23295.65,0.0,0.0,0,0.0,0.0,1677639120000,1677639179999
BTCUSDC,2023-03-01 02:53:00+00:00,23303.78,23308.01,23303.78,23306.39,0.128811,3002.10016073,8,0.0514,1197.870172,1677639180000,1677639239999
BTCUSDC,2023-03-01 02:54:00+00:00,23313.8,23313.8,23313.8,23313.8,0.01326,309.140988,2,0.01326,309.140988,1677639240000,1677639299999
BTCUSDC,2023-03-01 02:55:00+00:00,23313.8,23313.8,23313.8,23313.8,0.0,0.0,0,0.0,0.0,1677639300000,1677639359999
BTCUSDC,2023-03-01 02:56:00+00:00,23309.37,23309.37,23309.37,23309.37,0.026,606.04362,1,0.026,606.04362,1677639360000,1677639419999
BTCUSDC,2023-03-01 02:57:00+00:00,23309.37,23309.37,23309.37,23309.37,0.0,0.0,0,0.0,0.0,1677639420000,1677639479999
BTCUSDC,2023-03-01 02:58:00+00:00,23320.0,23326.8,23320.0,23326.8,0.022136,516.2990528,4,0.002136,49.8230528,1677639480000,1677639539999
