,n,mean,std_dev,median,min,max,null_rate
usdc_basis,15719.0,170.94854189197787,438.8870492431472,9.110000000000582,-171.61000000000058,2873.9300000000003,0.0
binance_kraken_spread,15719.0,-7.788651949869545,143.53578815691085,0.5200000000004366,-2225.9300000000003,711.619999999999,0.0
usdc_basis_pct,15719.0,0.8244662351272792,2.164208325272995,0.03755195797637176,-0.6575095785440636,14.307519596153703,0.0
