period,usdc_basis,binance_kraken_spread,usdc_basis_pct
pre,0.500513184584179,-0.8400953346855596,0.0022496617115963955
event,591.5239243119266,-28.788447247706344,2.8755154745097355
post,16.429972001866588,1.124510810390433,0.06399851436694422
